t,km_ais,s_ais,km_gis,s_gis
11.212121212121213,0.7257846685924398,0.762098488714973,0.7847604540437344,0.7853051960205342
11.515151515151516,0.7229050862373775,0.7422213110240325,0.7788639656964207,0.7696548207479457
11.818181818181818,0.7158339989827888,0.7218474438750574,0.7458968843472922,0.7534961932427229
12.121212121212121,0.7156575900460639,0.7010646673828805,0.7414028566617308,0.7368536579696482
12.424242424242424,0.6833905050412359,0.6799631394174365,0.7288789069140438,0.7197540292616436
12.727272727272728,0.6563209056057276,0.6586338712534925,0.6879951882262878,0.7022264966600893
13.030303030303031,0.6311451806733485,0.6371672545851342,0.6712133077611397,0.6843025110556418
13.333333333333334,0.5860812445315836,0.6156516843389321,0.6700768319688647,0.6660156518761713
13.636363636363637,0.5797754302673966,0.5941723144352908,0.6630379332249157,0.6474014757893695
13.93939393939394,0.5727827148609331,0.5728099750113442,0.6037583333959137,0.6284973476134753
14.242424242424242,0.5635971995921485,0.5516402703365548,0.6004154348499067,0.6093422543573682
14.545454545454547,0.5376052331883716,0.5307328673970024,0.5829331220956827,0.5899766035375688
14.84848484848485,0.4964326968848661,0.5101509764787504,0.5763817006056531,0.5704420071409894
15.151515151515152,0.47489017337149575,0.4899510174969702,0.5557909098217972,0.5507810528148797
15.454545454545455,0.46248081399035856,0.4701824595986849,0.537966028255603,0.5310370640656635
15.757575757575758,0.4443363055609645,0.45088781686623797,0.4976533570009342,0.511253851432504
16.060606060606062,0.43734937686011877,0.43210277978414713,0.4961205307091351,0.49147545676591503
16.363636363636363,0.4344764508620512,0.4138564604121322,0.477607342349051,0.4717458928830774
16.666666666666668,0.4147973311426645,0.3961717287603405,0.46992307854181387,0.4521088809865496
16.96969696969697,0.36228126800421234,0.3790656184686651,0.43782185262602225,0.4326075883189187
17.272727272727273,0.3563655337921977,0.362549781309222,0.42276102699836776,0.413284368580132
17.575757575757578,0.3532562406483221,0.34663097202025084,0.38846704935525983,0.3941805076548448
17.87878787878788,0.350822449863233,0.3313115473207858,0.37035443771079185,0.3753359771825832
18.181818181818183,0.30700648070152214,0.31658996545842794,0.35431851109734636,0.35678919845308016
18.484848484848484,0.2987480956198515,0.3024612751531278,0.3439054159040221,0.3385768190224973
18.78787878787879,0.27979209034637437,0.28891758520067146,0.33729556504853375,0.32073350432387404
19.09090909090909,0.2788074096875665,0.2759485082081535,0.3055492141873878,0.3032917463881737
19.393939393939394,0.2667908857205509,0.2635415738984904,0.2868781000211395,0.28628169160250133
19.6969696969697,0.2520243757265401,0.25168260911615004,0.2779866077507117,0.26973098921198174
20.0,0.24961607558918153,0.2403560830860534,0.2760408601595518,0.2536646620244688
20.303030303030305,0.23891588065444674,0.22954541763134104,0.2701058652243586,0.23810500050647285
20.606060606060606,0.22646598346382882,0.21923326296287612,0.21816371884859087,0.22307148116864828
20.90909090909091,0.22186840157734256,0.2094017403397301,0.19350598654743253,0.20858070983458232
21.21212121212121,0.20726056550450567,0.2000326533943374,0.17685610148001196,0.19464639007252243
21.515151515151516,0.20580979030620739,0.19110767024802316,0.16694536017681708,0.18127931675135475
21.81818181818182,0.19649934524762763,0.182608478740786,0.16496311105204597,0.16848739436509916
22.12121212121212,0.18189195795858698,0.17451691718992726,0.1630987189561589,0.15627567945982604
22.424242424242426,0.17592347226990798,0.1668150830990287,0.15018026218527597,0.1446464461986756
22.727272727272727,0.1542517413326868,0.1594854221824035,0.15014293880041246,0.133599273819692
23.03030303030303,0.14678173008911685,0.15251079996792336,0.14953838482865978,0.12313115448232974
23.333333333333336,0.14139577290162825,0.14587455810747707,0.14230730130928596,0.1132366197661396
23.636363636363637,0.13989441109815973,0.13956055737091821,0.12339119231988788,0.10390788388313003
23.93939393939394,0.12954124154033633,0.1335532091354606,0.09941938486432537,0.0951350014968674
24.242424242424242,0.1234440592584494,0.12783749701519964,0.09861474721837091,0.08690603790902525
24.545454545454547,0.11720879932243207,0.1223989901101014,0.07498675655552,0.07920724927956713
24.848484848484848,0.11442018101723381,0.11722384919428654,0.06766630550608009,0.07202327049103653
25.151515151515152,0.10193342264689619,0.11229882701236914,0.062064098151241476,0.0653373082506563
25.454545454545457,0.10143036096488879,0.1076112637117089,0.057547034264141116,0.059131337045479314
25.757575757575758,0.09987478821170351,0.10314907830863472,0.0546620813389623,0.053386295624238245
26.060606060606062,0.09759738290907292,0.09890075696839058,0.05060542052981429,0.04808228177267022
26.363636363636363,0.09380183084344274,0.09485533877169511,0.04457367128019897,0.043198743274108664
26.666666666666668,0.09311393743694399,0.09100239954505733,0.04174216502097121,0.03871466310062582
26.96969696969697,0.09144139165384514,0.0873320342468058,0.028627873539328233,0.03460873705808547
27.272727272727273,0.08577638931243994,0.08383483832547914,0.02443168567373654,0.03085954230681883
27.575757575757578,0.08040719546971656,0.08050188840104572,0.022469602538466672,0.027445695393729524
27.87878787878788,0.07194211022872998,0.07732472256157066,0.02192924326547841,0.024345998656724155
28.181818181818183,0.06873040566124526,0.07429532051764356,0.021778788739257718,0.021539574093723538
28.484848484848484,0.0677420775856882,0.07140608381335274,0.015921100748025212,0.01900598402144303
28.78787878787879,0.06356392075070959,0.06864981625510207,0.012376404277738553,0.016725338079159803
29.090909090909093,0.06328366068402362,0.06601970468743847,0.0043117925643681755,0.014678386355606242
29.393939393939394,0.061214769100459,0.06350930021764747,0.0,0.012846598629114655
29.6969696969697,0.054131786744261765,0.06111249996760978,0.0,0.011212229908818556
30.0,0.0393795172924597,0.058823529411764705,0.0,0.0097583726452178
